"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Dec 27 2019","2458845","599140801","80.36","4.83e-8","1.21e-8","-1.72","-","19.89","1e-8","0","bin595.log"
"Jan 03 2020","2458852","599745601","77.93","4.43e-8","1.11e-8","-1.72","-","25.74","1e-8","0","bin596.log"
"Jan 10 2020","2458859","600350401","31.04","4.08e-8","1.39e-8","-1.72","-","32.41","1e-8","0","bin597.log"
"Jan 17 2020","2458866","600955201","69.14","8.04e-8","1.82e-8","-1.72","-","39.46","1e-8","0","bin598.log"
"Jan 24 2020","2458873","601560001","53.33","5.37e-8","1.60e-8","-1.72","-","46.66","1e-8","0","bin599.log"
"Jan 31 2020","2458880","602164801","18.89","3.80e-8","1.57e-8","-1.72","-","53.90","1e-8","0","bin600.log"
"Feb 07 2020","2458886","602769601","59.93","3.95e-8","1.05e-8","-1.72","-","61.13","1e-8","0","bin601.log"
"Feb 14 2020","2458893","603374401","131.87","7.17e-8","1.40e-8","-1.72","-","68.29","1e-8","0","bin602.log"
"Feb 21 2020","2458900","603979201","56.91","5.93e-8","1.61e-8","-1.72","-","75.37","1e-8","0","bin603.log"
"Feb 28 2020","2458907","604584001","64.29","5.99e-8","1.55e-8","-1.72","-","82.37","1e-8","0","bin604.log"
"Mar 06 2020","2458916","605188801","59.77","4.95e-8","1.41e-8","-1.72","-","89.30","1e-8","0","bin605.log"
"Mar 13 2020","2458923","605793601","30.02","3.86e-8","1.32e-8","-1.72","-","96.15","1e-8","0","bin606.log"
"Mar 20 2020","2458930","606398401","79.83","5.72e-8","1.67e-8","-1.72","-","102.96","1e-8","0","bin607.log"
"Mar 27 2020","2458937","607003201","56.57","5.81e-8","1.58e-8","-1.72","-","109.73","1e-8","0","bin608.log"
"Apr 03 2020","2458943","607608001","78.93","6.18e-8","1.49e-8","-1.72","-","116.48","1e-8","0","bin609.log"
"Apr 10 2020","2458950","608212801","26.69","4.26e-8","1.49e-8","-1.72","-","123.24","1e-8","0","bin610.log"
"Apr 17 2020","2458957","608817601","79.13","4.91e-8","1.25e-8","-1.72","-","130.02","1e-8","0","bin611.log"
"Apr 24 2020","2458964","609422401","105.21","6.09e-8","1.25e-8","-1.72","-","136.83","1e-8","0","bin612.log"
"May 01 2020","2458972","610027201","111.31","6.68e-8","1.42e-8","-1.72","-","143.70","1e-8","0","bin613.log"
"May 08 2020","2458979","610632001","70.49","6.15e-8","1.65e-8","-1.72","-","150.61","1e-8","0","bin614.log"
"May 15 2020","2458986","611236801","30.9","4.79e-8","1.58e-8","-1.72","-","157.55","1e-8","0","bin615.log"
"May 22 2020","2458993","611841601","15.22","3.09e-8","1.33e-8","-1.72","-","164.46","1e-8","0","bin616.log"
"May 29 2020","2459000","612446401","46.65","2.63e-8","9.00e-9","-1.72","-","171.05","1e-8","0","bin617.log"
"Jun 05 2020","2459006","613051201","43.02","3.70e-8","1.10e-8","-1.72","-","175.19","1e-8","0","bin618.log"
"Jun 12 2020","2459013","613656001","25.08","2.39e-8","9.60e-9","-1.72","-","171.49","1e-8","0","bin619.log"
"Jun 19 2020","2459020","614260801","34.27","3.33e-8","1.20e-8","-1.72","-","164.87","1e-8","0","bin620.log"
"Jun 26 2020","2459027","614865601","41.01","3.67e-8","1.29e-8","-1.72","-","157.84","1e-8","0","bin621.log"
"Jul 03 2020","2459035","615470401","57.16","5.95e-8","1.67e-8","-1.72","-","150.74","1e-8","0","bin622.log"
"Jul 10 2020","2459042","616075201","31.3","3.56e-8","1.28e-8","-1.72","-","143.68","1e-8","0","bin623.log"
"Jul 17 2020","2459049","616680001","36.86","2.58e-8","8.40e-9","-1.72","-","136.72","1e-8","0","bin624.log"
"Jul 24 2020","2459056","617284801","36.32","1.95e-8","7.90e-9","-1.72","-","129.89","1e-8","0","bin625.log"
"Jul 31 2020","2459063","617889601","67.77","3.66e-8","1.16e-8","-1.72","-","123.21","1e-8","0","bin626.log"
"Aug 07 2020","2459069","618494401","7.8","2.13e-8","1.29e-8","-1.72","-","116.70","1e-8","0","bin627.log"
"Aug 14 2020","2459076","619099201","67.81","5.31e-8","1.50e-8","-1.72","-","110.35","1e-8","0","bin628.log"
"Aug 21 2020","2459083","619704001","64.37","4.67e-8","1.44e-8","-1.72","-","104.15","1e-8","0","bin629.log"
"Aug 28 2020","2459090","620308801","55.85","4.10e-8","1.33e-8","-1.72","-","98.11","1e-8","0","bin630.log"
"Sep 04 2020","2459096","620913601","15.66","2.54e-8","1.06e-8","-1.72","-","92.19","1e-8","0","bin631.log"
"Sep 11 2020","2459103","621518401","32.84","3.91e-8","1.32e-8","-1.72","-","86.39","1e-8","0","bin632.log"
"Sep 18 2020","2459110","622123201","27.88","3.73e-8","1.49e-8","-1.72","-","80.66","1e-8","0","bin633.log"
"Sep 25 2020","2459117","622728001","39.76","3.68e-8","1.41e-8","-1.72","-","74.99","1e-8","0","bin634.log"
"Oct 02 2020","2459125","623332801","59.18","3.81e-8","1.02e-8","-1.72","-","69.35","1e-8","0","bin635.log"
"Oct 09 2020","2459132","623937601","81.22","5.44e-8","1.48e-8","-1.72","-","63.69","1e-8","0","bin636.log"
"Oct 16 2020","2459139","624542401","18.28","3.62e-8","1.55e-8","-1.72","-","58.00","1e-8","0","bin637.log"
"Oct 23 2020","2459146","625147201","75.44","7.36e-8","1.71e-8","-1.72","-","52.24","1e-8","0","bin638.log"
"Oct 30 2020","2459153","625752001","51.99","6.06e-8","1.62e-8","-1.72","-","46.40","1e-8","0","bin639.log"
"Nov 06 2020","2459159","626356801","54.12","5.95e-8","1.59e-8","-1.72","-","40.48","1e-8","0","bin640.log"
"Nov 13 2020","2459166","626961601","63.93","6.75e-8","1.43e-8","-1.72","-","34.52","1e-8","0","bin641.log"
"Nov 20 2020","2459173","627566401","58.62","4.41e-8","1.10e-8","-1.72","-","28.59","1e-8","0","bin642.log"
"Nov 27 2020","2459180","628171201","65.84","4.65e-8","1.33e-8","-1.72","-","22.92","1e-8","0","bin643.log"
"Dec 04 2020","2459188","628776001","67.62","6.00e-8","1.67e-8","-1.72","-","18.02","1e-8","0","bin644.log"
"Dec 11 2020","2459195","629380801","54.78","5.77e-8","1.61e-8","-1.72","-","15.01","1e-8","0","bin645.log"
"Dec 18 2020","2459202","629985601","109.62","7.52e-8","1.69e-8","-1.72","-","15.33","1e-8","0","bin646.log"
"Dec 25 2020","2459209","630590401","35.29","3.88e-8","1.09e-8","-1.72","-","19.00","1e-8","0","bin647.log"
"Jan 01 2021","2459215","631195201","39.62","2.69e-8","9.30e-9","-1.72","-","24.63","1e-8","0","bin648.log"
"Jan 08 2021","2459222","631800001","109.34","6.75e-8","1.35e-8","-1.72","-","31.19","1e-8","0","bin649.log"
"Jan 15 2021","2459229","632404801","31.71","3.70e-8","1.41e-8","-1.72","-","38.19","1e-8","0","bin650.log"
"Jan 22 2021","2459236","633009601","80.1","7.08e-8","1.69e-8","-1.72","-","45.37","1e-8","0","bin651.log"
"Jan 29 2021","2459243","633614401","25.26","3.25e-8","1.35e-8","-1.72","-","52.62","1e-8","0","bin652.log"
"Feb 05 2021","2459250","634219201","31.67","3.36e-8","1.28e-8","-1.72","-","59.85","1e-8","0","bin653.log"
"Feb 12 2021","2459257","634824001","70.37","5.33e-8","1.25e-8","-1.72","-","67.02","1e-8","0","bin654.log"
"Feb 19 2021","2459264","635428801","100.78","5.84e-8","1.31e-8","-1.72","-","74.12","1e-8","0","bin655.log"
"Feb 26 2021","2459271","636033601","33.96","5.04e-8","1.58e-8","-1.72","-","81.14","1e-8","0","bin656.log"
"Mar 05 2021","2459280","636638401","105.84","8.86e-8","1.85e-8","-1.72","-","88.07","1e-8","0","bin657.log"
"Mar 12 2021","2459287","637243201","82.08","7.05e-8","1.69e-8","-1.72","-","94.94","1e-8","0","bin658.log"
"Mar 19 2021","2459294","637848001","50.94","5.83e-8","1.63e-8","-1.72","-","101.75","1e-8","0","bin659.log"
"Mar 26 2021","2459301","638452801","26.96","4.02e-8","1.48e-8","-1.72","-","108.53","1e-8","0","bin660.log"
"Apr 02 2021","2459307","639057601","54.19","5.82e-8","1.58e-8","-1.72","-","115.28","1e-8","0","bin661.log"
"Apr 09 2021","2459314","639662401","92.51","7.01e-8","1.66e-8","-1.72","-","122.04","1e-8","0","bin662.log"
"Apr 16 2021","2459321","640267201","98.42","8.31e-8","1.85e-8","-1.72","-","128.81","1e-8","0","bin663.log"
"Apr 23 2021","2459328","640872001","73.41","6.59e-8","1.47e-8","-1.72","-","135.62","1e-8","0","bin664.log"
"Apr 30 2021","2459335","641476801","190.14","7.95e-8","1.38e-8","-1.72","-","142.48","1e-8","0","bin665.log"
"May 07 2021","2459343","642081601","230.24","1.17e-7","1.75e-8","-1.72","-","149.38","1e-8","0","bin666.log"
"May 14 2021","2459350","642686401","78.72","6.63e-8","1.71e-8","-1.72","-","156.32","1e-8","0","bin667.log"
"May 21 2021","2459357","643291201","21.74","4.24e-8","1.50e-8","-1.72","-","163.25","1e-8","0","bin668.log"
"May 28 2021","2459364","643896001","16.71","3.41e-8","1.42e-8","-1.72","-","169.94","1e-8","0","bin669.log"
"Jun 04 2021","2459370","644500801","120.98","6.67e-8","1.33e-8","-1.72","-","174.95","1e-8","0","bin670.log"
"Jun 11 2021","2459377","645105601","117.96","5.86e-8","1.28e-8","-1.72","-","172.52","1e-8","0","bin671.log"
"Jun 18 2021","2459384","645710401","34.96","3.57e-8","1.13e-8","-1.72","-","166.09","1e-8","0","bin672.log"
"Jun 25 2021","2459391","646315201","64.68","6.75e-8","1.73e-8","-1.72","-","159.09","1e-8","0","bin673.log"
"Jul 02 2021","2459399","646920001","14.34","2.14e-8","1.09e-8","-1.72","-","152.00","1e-8","0","bin674.log"
"Jul 09 2021","2459406","647524801","43.41","4.91e-8","1.61e-8","-1.72","-","144.93","1e-8","0","bin675.log"
"Jul 16 2021","2459413","648129601","50.19","4.70e-8","1.27e-8","-1.72","-","137.95","1e-8","0","bin676.log"
"Jul 23 2021","2459420","648734401","111.41","5.81e-8","1.17e-8","-1.72","-","131.09","1e-8","0","bin677.log"
"Jul 30 2021","2459427","649339201","62.45","3.87e-8","1.10e-8","-1.72","-","124.39","1e-8","0","bin678.log"
"Aug 06 2021","2459433","649944001","85.74","6.27e-8","1.60e-8","-1.72","-","117.84","1e-8","0","bin679.log"
"Aug 13 2021","2459440","650548801","59.08","5.62e-8","1.58e-8","-1.72","-","111.46","1e-8","0","bin680.log"
"Aug 20 2021","2459447","651153601","25.44","2.89e-8","1.17e-8","-1.72","-","105.24","1e-8","0","bin681.log"
"Aug 27 2021","2459454","651758401","65.15","4.64e-8","1.40e-8","-1.72","-","99.17","1e-8","0","bin682.log"
"Sep 03 2021","2459461","652363201","50.79","4.93e-8","1.48e-8","-1.72","-","93.23","1e-8","0","bin683.log"
"Sep 10 2021","2459468","652968001","32.73","2.84e-8","9.90e-9","-1.72","-","87.41","1e-8","0","bin684.log"
"Sep 17 2021","2459475","653572801","52.05","4.24e-8","1.37e-8","-1.72","-","81.68","1e-8","0","bin685.log"
"Sep 24 2021","2459482","654177601","18.09","3.32e-8","1.36e-8","-1.72","-","76.00","1e-8","0","bin686.log"
"Oct 01 2021","2459489","654782401","55.67","6.56e-8","1.69e-8","-1.72","-","70.35","1e-8","0","bin687.log"
"Oct 08 2021","2459496","655387201","52.03","2.37e-8","8.10e-9","-1.72","-","64.70","1e-8","0","bin688.log"
"Oct 15 2021","2459503","655992001","41.8","6.13e-8","1.69e-8","-1.72","-","59.01","1e-8","0","bin689.log"
"Oct 22 2021","2459510","656596801","29.87","4.37e-8","1.61e-8","-1.72","-","53.27","1e-8","0","bin690.log"
"Oct 29 2021","2459517","657201601","67.72","5.30e-8","1.48e-8","-1.72","-","47.44","1e-8","0","bin691.log"
"Nov 05 2021","2459524","657806401","22.8","3.17e-8","1.33e-8","-1.72","-","41.54","1e-8","0","bin692.log"
"Nov 12 2021","2459531","658411201","53.61","4.47e-8","1.25e-8","-1.72","-","35.57","1e-8","0","bin693.log"
"Nov 19 2021","2459538","659016001","19.5","2.55e-8","1.05e-8","-1.72","-","29.63","1e-8","0","bin694.log"
"Nov 26 2021","2459545","659620801","149.04","7.55e-8","1.34e-8","-1.72","-","23.89","1e-8","0","bin695.log"
"Dec 03 2021","2459552","660225601","86.57","6.84e-8","1.63e-8","-1.72","-","18.80","1e-8","0","bin696.log"
"Dec 10 2021","2459559","660830401","36.95","5.54e-8","1.69e-8","-1.72","-","15.33","1e-8","0","bin697.log"
"Dec 17 2021","2459566","661435201","57.68","4.32e-8","1.42e-8","-1.72","-","15.00","1e-8","0","bin698.log"
"Dec 24 2021","2459573","662040001","43.3","3.55e-8","1.21e-8","-1.72","-","18.16","1e-8","0","bin699.log"
"Dec 31 2021","2459580","662644801","78.35","3.69e-8","9.70e-9","-1.72","-","23.54","1e-8","0","bin700.log"
"Jan 07 2022","2459586","663249601","81.98","3.95e-8","1.02e-8","-1.72","-","29.99","1e-8","0","bin701.log"
"Jan 14 2022","2459593","663854401","51.28","4.14e-8","1.20e-8","-1.72","-","36.93","1e-8","0","bin702.log"
"Jan 21 2022","2459600","664459201","18.7","2.37e-8","1.15e-8","-1.72","-","44.09","1e-8","0","bin703.log"
"Jan 28 2022","2459607","665064001","26.42","3.65e-8","1.34e-8","-1.72","-","51.33","1e-8","0","bin704.log"
"Feb 04 2022","2459614","665668801","23.84","2.88e-8","1.27e-8","-1.72","-","58.57","1e-8","0","bin705.log"
"Feb 11 2022","2459621","666273601","31.02","3.70e-8","1.32e-8","-1.72","-","65.75","1e-8","0","bin706.log"
"Feb 18 2022","2459628","666878401","128","5.96e-8","1.23e-8","-1.72","-","72.87","1e-8","0","bin707.log"
"Feb 25 2022","2459635","667483201","102.06","6.79e-8","1.44e-8","-1.72","-","79.90","1e-8","0","bin708.log"
"Mar 04 2022","2459644","668088001","88.81","6.14e-8","1.50e-8","-1.72","-","86.85","1e-8","0","bin709.log"
"Mar 11 2022","2459651","668692801","18.68","4.00e-8","1.51e-8","-1.72","-","93.73","1e-8","0","bin710.log"
"Mar 18 2022","2459658","669297601","27.08","4.01e-8","1.42e-8","-1.72","-","100.55","1e-8","0","bin711.log"
"Mar 25 2022","2459665","669902401","84.55","5.00e-8","1.41e-8","-1.72","-","107.33","1e-8","0","bin712.log"
"Apr 01 2022","2459672","670507201","38.41","4.19e-8","1.43e-8","-1.72","-","114.09","1e-8","0","bin713.log"
"Apr 08 2022","2459679","671112001","57.87","3.60e-8","1.21e-8","-1.72","-","120.84","1e-8","0","bin714.log"
"Apr 15 2022","2459686","671716801","77.04","5.88e-8","1.52e-8","-1.72","-","127.61","1e-8","0","bin715.log"
"Apr 22 2022","2459693","672321601","81.81","6.34e-8","1.64e-8","-1.72","-","134.41","1e-8","0","bin716.log"
"Apr 29 2022","2459700","672926401","70.29","4.65e-8","1.21e-8","-1.72","-","141.26","1e-8","0","bin717.log"
"May 06 2022","2459707","673531201","81.56","3.66e-8","9.40e-9","-1.72","-","148.15","1e-8","0","bin718.log"
"May 13 2022","2459714","674136001","20.95","3.78e-8","1.38e-8","-1.72","-","155.09","1e-8","0","bin719.log"
"May 20 2022","2459721","674740801","49.97","4.80e-8","1.60e-8","-1.72","-","162.03","1e-8","0","bin720.log"
"May 27 2022","2459728","675345601","59.4","5.28e-8","1.57e-8","-1.72","-","168.79","1e-8","0","bin721.log"
"Jun 03 2022","2459735","675950401","95.33","7.95e-8","1.81e-8","-1.72","-","174.41","1e-8","0","bin722.log"
"Jun 10 2022","2459742","676555201","49.19","3.94e-8","1.13e-8","-1.72","-","173.46","1e-8","0","bin723.log"
"Jun 17 2022","2459749","677160001","45.31","3.64e-8","1.06e-8","-1.72","-","167.30","1e-8","0","bin724.log"
"Jun 24 2022","2459756","677764801","74.97","6.07e-8","1.35e-8","-1.72","-","160.35","1e-8","0","bin725.log"
"Jul 01 2022","2459763","678369601","51.55","5.81e-8","1.60e-8","-1.72","-","153.26","1e-8","0","bin726.log"
"Jul 08 2022","2459770","678974401","62.96","5.85e-8","1.56e-8","-1.72","-","146.18","1e-8","0","bin727.log"
"Jul 15 2022","2459777","679579201","72.19","6.58e-8","1.66e-8","-1.72","-","139.18","1e-8","0","bin728.log"
"Jul 22 2022","2459784","680184001","75.48","4.27e-8","1.13e-8","-1.72","-","132.30","1e-8","0","bin729.log"
"Jul 29 2022","2459791","680788801","67.8","3.73e-8","1.03e-8","-1.72","-","125.56","1e-8","0","bin730.log"
"Aug 05 2022","2459797","681393601","79.7","4.51e-8","1.22e-8","-1.72","-","118.99","1e-8","0","bin731.log"
"Aug 12 2022","2459804","681998401","22.8","3.74e-8","1.48e-8","-1.72","-","112.58","1e-8","0","bin732.log"
"Aug 19 2022","2459811","682603201","51.94","4.06e-8","1.37e-8","-1.72","-","106.33","1e-8","0","bin733.log"
"Aug 26 2022","2459818","683208001","53.69","4.94e-8","1.51e-8","-1.72","-","100.24","1e-8","0","bin734.log"
"Sep 02 2022","2459825","683812801","33.36","3.58e-8","1.24e-8","-1.72","-","94.28","1e-8","0","bin735.log"
"Sep 09 2022","2459832","684417601","35.26","2.83e-8","1.23e-8","-1.72","-","88.44","1e-8","0","bin736.log"
"Sep 16 2022","2459839","685022401","54.38","5.14e-8","1.34e-8","-1.72","-","82.69","1e-8","0","bin737.log"
"Sep 23 2022","2459846","685627201","43.54","6.05e-8","1.74e-8","-1.72","-","77.00","1e-8","0","bin738.log"
"Sep 30 2022","2459853","686232001","41.09","6.80e-8","1.92e-8","-1.72","-","71.35","1e-8","0","bin739.log"
"Oct 07 2022","2459860","686836801","79.11","4.71e-8","1.15e-8","-1.72","-","65.70","1e-8","0","bin740.log"
"Oct 14 2022","2459867","687441601","106.3","5.45e-8","1.22e-8","-1.72","-","60.02","1e-8","0","bin741.log"
"Oct 21 2022","2459874","688046401","53.54","4.46e-8","1.31e-8","-1.72","-","54.29","1e-8","0","bin742.log"
"Oct 28 2022","2459881","688651201","88.91","4.61e-8","1.35e-8","-1.72","-","48.48","1e-8","0","bin743.log"
"Nov 04 2022","2459888","689256001","69.06","7.05e-8","1.75e-8","-1.72","-","42.59","1e-8","0","bin744.log"
"Nov 11 2022","2459895","689860801","4.81","1.84e-8","1.20e-8","-1.72","-","36.63","1e-8","0","bin745.log"
"Nov 18 2022","2459902","690465601","17.28","2.40e-8","1.03e-8","-1.72","-","30.68","1e-8","0","bin746.log"
"Nov 25 2022","2459909","691070401","28.31","2.53e-8","8.80e-9","-1.72","-","24.88","1e-8","0","bin747.log"
"Dec 02 2022","2459916","691675201","65.17","3.83e-8","1.02e-8","-1.72","-","19.62","1e-8","0","bin748.log"
"Dec 09 2022","2459923","692280001","101.75","7.23e-8","1.65e-8","-1.72","-","15.76","1e-8","0","bin749.log"
"Dec 16 2022","2459930","692884801","41.87","4.31e-8","1.53e-8","-1.72","-","14.78","1e-8","0","bin750.log"
"Dec 23 2022","2459937","693489601","37.58","2.61e-8","1.17e-8","-1.72","-","17.40","1e-8","0","bin751.log"
"Dec 30 2022","2459944","694094401","51.24","4.34e-8","1.21e-8","-1.72","-","22.48","1e-8","0","bin752.log"
"Jan 06 2023","2459951","694699201","73.27","3.90e-8","1.02e-8","-1.72","-","28.79","1e-8","0","bin753.log"
"Jan 13 2023","2459958","695304001","87.98","5.92e-8","1.29e-8","-1.72","-","35.67","1e-8","0","bin754.log"
"Jan 27 2023","2459972","696513601","76.41","4.92e-8","1.45e-8","-1.72","-","50.05","1e-8","0","bin756.log"
"Feb 03 2023","2459978","697118401","38.21","4.41e-8","1.38e-8","-1.72","-","57.29","1e-8","0","bin757.log"
"Feb 10 2023","2459985","697723201","38.12","5.67e-8","1.66e-8","-1.72","-","64.48","1e-8","0","bin758.log"
"Feb 17 2023","2459992","698328001","101.47","6.14e-8","1.40e-8","-1.72","-","71.61","1e-8","0","bin759.log"
"Feb 24 2023","2459999","698932801","64.37","3.26e-8","9.70e-9","-1.72","-","78.66","1e-8","0","bin760.log"
"Mar 03 2023","2460009","699537601","116.64","7.05e-8","1.55e-8","-1.72","-","85.62","1e-8","0","bin761.log"
"Mar 10 2023","2460016","700142401","39.79","3.50e-8","1.21e-8","-1.72","-","92.51","1e-8","0","bin762.log"
"Mar 17 2023","2460023","700747201","78.84","4.68e-8","1.27e-8","-1.72","-","99.34","1e-8","0","bin763.log"
"Mar 24 2023","2460030","701352001","68.57","4.96e-8","1.36e-8","-1.72","-","106.13","1e-8","0","bin764.log"
"Mar 31 2023","2460037","701956801","106.54","7.64e-8","1.70e-8","-1.72","-","112.89","1e-8","0","bin765.log"
"Apr 07 2023","2460043","702561601","81.45","7.97e-8","1.92e-8","-1.72","-","119.64","1e-8","0","bin766.log"
"Apr 14 2023","2460050","703166401","60.94","4.40e-8","1.36e-8","-1.72","-","126.41","1e-8","0","bin767.log"
"Apr 21 2023","2460057","703771201","77.59","6.16e-8","1.58e-8","-1.72","-","133.20","1e-8","0","bin768.log"
"Apr 28 2023","2460064","704376001","37.81","4.21e-8","1.32e-8","-1.72","-","140.04","1e-8","0","bin769.log"
"May 05 2023","2460071","704980801","89.61","6.29e-8","1.32e-8","-1.72","-","146.93","1e-8","0","bin770.log"
"May 12 2023","2460078","705585601","130.65","5.11e-8","1.12e-8","-1.72","-","153.86","1e-8","0","bin771.log"
"May 19 2023","2460085","706190401","39.05","4.56e-8","1.44e-8","-1.72","-","160.80","1e-8","0","bin772.log"
"May 26 2023","2460092","706795201","38.4","4.04e-8","1.43e-8","-1.72","-","167.62","1e-8","0","bin773.log"
"Jun 02 2023","2460099","707400001","37.99","4.17e-8","1.34e-8","-1.72","-","173.65","1e-8","0","bin774.log"
"Jun 09 2023","2460106","708004801","28.98","2.67e-8","9.60e-9","-1.72","-","174.26","1e-8","0","bin775.log"
"Jun 16 2023","2460113","708609601","52.37","3.31e-8","9.80e-9","-1.72","-","168.49","1e-8","0","bin776.log"
"Jun 23 2023","2460120","709214401","46.1","3.61e-8","1.10e-8","-1.72","-","161.60","1e-8","0","bin777.log"
"Jun 30 2023","2460127","709819201","42.14","5.60e-8","1.50e-8","-1.72","-","154.51","1e-8","0","bin778.log"
"Jul 07 2023","2460134","710424001","85.36","7.89e-8","1.85e-8","-1.72","-","147.43","1e-8","0","bin779.log"
"Jul 14 2023","2460141","711028801","109.57","8.10e-8","1.76e-8","-1.72","-","140.41","1e-8","0","bin780.log"
"Jul 21 2023","2460148","711633601","57.75","5.84e-8","1.71e-8","-1.72","-","133.51","1e-8","0","bin781.log"
"Jul 28 2023","2460155","712238401","157.81","7.13e-8","1.30e-8","-1.72","-","126.75","1e-8","0","bin782.log"
"Aug 04 2023","2460162","712843201","174.72","8.45e-8","1.44e-8","-1.72","-","120.14","1e-8","0","bin783.log"
"Aug 11 2023","2460169","713448001","148.65","9.40e-8","1.72e-8","-1.72","-","113.70","1e-8","0","bin784.log"
"Aug 18 2023","2460176","714052801","49.65","3.54e-8","1.32e-8","-1.72","-","107.43","1e-8","0","bin785.log"
"Aug 25 2023","2460183","714657601","71.85","6.85e-8","1.66e-8","-1.72","-","101.31","1e-8","0","bin786.log"
"Sep 01 2023","2460189","715262401","92.62","7.35e-8","1.65e-8","-1.72","-","95.32","1e-8","0","bin787.log"
"Sep 08 2023","2460196","715867201","63.66","5.44e-8","1.57e-8","-1.72","-","89.46","1e-8","0","bin788.log"
"Sep 15 2023","2460203","716472001","125.83","8.41e-8","1.67e-8","-1.72","-","83.70","1e-8","0","bin789.log"
"Sep 22 2023","2460210","717076801","86.07","8.36e-8","1.77e-8","-1.72","-","78.01","1e-8","0","bin790.log"
"Sep 29 2023","2460217","717681601","68.55","8.77e-8","2.13e-8","-1.72","-","72.35","1e-8","0","bin791.log"